21.6141,21.6141,0.335854,1.63856e-06,1638.56
21.0695,21.0695,0.335864,1.5804e-06,1580.4
20.961,20.961,0.337113,1.57928e-06,1579.28
21.6847,21.6847,0.331644,1.656e-06,1656
21.1722,21.1722,0.330468,1.58774e-06,1587.74
18.2097,18.2097,0.180435,6.3035e-06,6303.5
696.671,696.671,7.68985,2.33788e-06,2337.88
692.405,692.405,7.64166,2.32345e-06,2323.45
682.185,682.185,7.4738,2.28711e-06,2287.11
694.75,694.75,7.64963,2.33274e-06,2332.74
454.246,454.246,5.89432,6.58258e-08,65.8258
449.099,449.099,5.87828,7.2056e-08,72.056
1576.34,1576.34,38.7392,2.81209e-06,2812.09
