1.77642,1.77642,0.110678,2.7272e-07,272.72
2.02493,2.02493,0.121795,2.8464e-07,284.64
2.2528,2.2528,0.138367,2.896e-07,289.6
2.46723,2.46723,0.148538,2.9632e-07,296.32
2.89373,2.89373,0.163765,3.2304e-07,323.04
3.04735,3.04735,0.177324,3.2232e-07,322.32
3.34043,3.34043,0.189849,3.3336e-07,333.36
3.66988,3.66988,0.205816,3.4728e-07,347.28
3.88355,3.88355,0.218697,3.4904e-07,349.04
4.1247,4.1247,0.234842,3.5064e-07,350.64
4.3867,4.3867,0.246421,3.564e-07,356.4
4.71331,4.71331,0.260215,3.6896e-07,368.96
5.08837,5.08837,0.277985,3.7936e-07,379.36
5.22001,5.22001,0.292245,3.72e-07,372
5.52679,5.52679,0.302089,3.8288e-07,382.88
5.97301,5.97301,0.318378,4.0144e-07,401.44
6.35341,6.35341,0.333907,4.1256e-07,412.56
6.51122,6.51122,0.347471,4.0992e-07,409.92
6.79648,6.79648,0.358262,4.1512e-07,415.12
7.05852,7.05852,0.370105,4.168e-07,416.8
7.31714,7.31714,0.384139,4.2184e-07,421.84
7.46218,7.46218,0.400183,4.1712e-07,417.12
7.907,7.907,0.412699,4.2792e-07,427.92
8.17258,8.17258,0.423168,4.34e-07,434
8.35423,8.35423,0.439154,4.3432e-07,434.32
8.66121,8.66121,0.454496,4.3112e-07,431.12
8.83585,8.83585,0.466906,4.3392e-07,433.92
9.36985,9.36985,0.479018,4.4952e-07,449.52
9.51489,9.51489,0.49388,4.4584e-07,445.84
9.91372,9.91372,0.508448,4.5432e-07,454.32
10.0545,10.0545,0.522017,4.5272e-07,452.72
10.4063,10.4063,0.533557,4.584e-07,458.4
10.8559,10.8559,0.551341,4.6656e-07,466.56
