,28,57,80,116,138,166,198,221,255,276,564,852,1135,1419,1708,1992,2271,2559,2847,3132,3422,3709,3995,4284,4569,4866,5156,5446,5706
,30,52,80,112,133,164,199,221,255,285,565,855,1136,1417,1709,1992,2276,2564,2848,3131,3421,3709,4000,4278,4571,4863,5154,5446,5706
,30,49,84,113,136,167,192,225,255,282,563,851,1134,1417,1707,1993,2278,2561,2848,3134,3425,3710,3998,4279,4571,4863,5158,5446,5706
,30,52,80,112,135,166,197,224,255,287,561,852,1136,1420,1706,1992,2278,2563,2848,3134,3424,3709,4002,4278,4575,4863,5156,5444,5710
,28,57,82,116,135,168,192,223,255,282,561,853,1137,1421,1707,1992,2279,2561,2848,3132,3423,3709,4000,4283,4569,4865,5156,5446,5706
,30,56,82,112,137,166,199,224,253,281,565,851,1134,1419,1707,1992,2280,2560,2846,3133,3423,3709,4000,4282,4571,4863,5156,5446,5710
,30,54,81,116,135,166,196,223,255,283,562,851,1134,1419,1709,1992,2276,2559,2848,3134,3423,3709,3996,4278,4569,4863,5158,5446,5708
,30,52,82,110,139,166,197,228,255,284,563,855,1134,1421,1710,1992,2274,2559,2848,3131,3425,3703,3998,4276,4569,4863,5156,5446,5710
,28,51,80,113,136,164,192,223,257,286,561,855,1138,1417,1707,1992,2272,2559,2846,3136,3424,3708,4002,4277,4569,4863,5156,5444,5706
,28,54,84,114,135,166,199,229,255,284,564,853,1132,1420,1705,1990,2272,2559,2846,3136,3419,3707,3996,4282,4569,4867,5156,5445,5708
,30,51,82,116,137,166,198,219,253,281,563,853,1134,1421,1707,1990,2274,2559,2845,3130,3421,3709,3997,4278,4567,4863,5156,5444,5708
,30,48,80,114,135,168,196,223,255,284,563,855,1136,1419,1710,1990,2277,2565,2848,3132,3421,3709,4000,4278,4570,4865,5156,5446,5708
,28,55,80,116,135,166,197,228,255,283,563,855,1132,1421,1711,1992,2276,2565,2846,3139,3426,3709,3996,4278,4571,4863,5156,5444,5708
,29,54,80,114,135,166,198,223,257,282,564,851,1140,1421,1707,1992,2275,2562,2848,3132,3423,3709,3994,4282,4570,4861,5156,5444,5710
,26,54,82,116,135,166,196,222,255,282,565,851,1132,1419,1705,1990,2280,2559,2846,3135,3422,3709,4000,4281,4569,4864,5155,5446,5706
,28,54,86,114,136,166,197,221,255,276,562,851,1135,1417,1709,1990,2280,2559,2848,3136,3423,3707,4001,4278,4569,4863,5156,5442,5708
,29,52,80,116,137,166,194,222,251,281,565,854,1132,1418,1706,1991,2278,2561,2848,3135,3421,3708,4002,4280,4570,4863,5156,5445,5706
,28,52,82,116,137,166,200,221,255,285,561,851,1137,1417,1708,1992,2282,2561,2848,3138,3421,3709,4000,4282,4571,4864,5156,5446,5707
,30,56,82,116,137,166,197,224,253,280,563,853,1138,1419,1713,1992,2276,2561,2846,3131,3422,3709,3996,4283,4569,4863,5156,5442,5708
,30,52,84,116,137,166,196,221,255,278,564,854,1135,1417,1707,1990,2279,2561,2848,3140,3421,3709,4002,4276,4569,4863,5156,5446,5708
,30,54,81,116,137,166,200,229,255,281,563,853,1138,1419,1708,1992,2278,2560,2844,3133,3422,3707,4000,4278,4569,4861,5158,5446,5708
,28,56,80,114,137,166,192,226,255,280,561,851,1135,1419,1709,1992,2276,2561,2845,3134,3425,3709,4002,4278,4569,4864,5154,5446,5706
,28,53,83,114,139,166,197,223,255,280,563,849,1132,1417,1712,1992,2282,2561,2846,3134,3426,3709,3998,4278,4569,4867,5158,5444,5706
,28,52,80,116,136,164,200,221,255,280,563,855,1134,1420,1709,1992,2278,2562,2846,3134,3421,3709,3998,4280,4569,4863,5156,5446,5706
,30,52,82,116,141,166,198,221,257,280,563,855,1138,1421,1709,1992,2278,2561,2847,3132,3424,3707,3997,4278,4570,4863,5156,5446,5707
,30,53,80,116,137,166,194,223,255,285,563,853,1134,1417,1705,1992,2276,2561,2848,3134,3423,3709,3996,4278,4571,4863,5158,5446,5708
,26,54,80,116,141,168,198,223,255,284,563,854,1136,1418,1705,1990,2272,2560,2848,3134,3427,3709,4000,4278,4569,4863,5157,5446,5706
,28,56,82,116,133,166,197,227,255,278,565,855,1138,1419,1705,1989,2279,2561,2848,3138,3421,3709,3996,4282,4569,4863,5156,5448,5706
,28,52,81,114,139,166,198,223,255,283,563,855,1132,1419,1706,1992,2274,2561,2848,3132,3424,3709,4000,4283,4567,4863,5158,5446,5706
,30,52,80,115,135,166,199,221,255,282,565,853,1134,1421,1711,1992,2279,2559,2848,3131,3425,3707,3996,4276,4571,4863,5156,5442,5708
,30,52,82,116,142,167,200,226,255,284,566,855,1136,1417,1711,1992,2276,2561,2848,3134,3423,3707,4000,4280,4571,4866,5156,5444,5706
,28,52,82,114,135,166,195,225,255,277,561,853,1136,1421,1705,1992,2275,2564,2848,3133,3421,3710,3998,4280,4569,4863,5158,5442,5708
,30,56,80,116,143,168,198,223,257,280,565,851,1138,1419,1709,1992,2280,2559,2848,3128,3421,3709,3999,4276,4569,4863,5156,5446,5708
,30,58,80,116,133,166,198,221,255,287,563,855,1135,1419,1706,1992,2278,2560,2846,3132,3421,3709,4002,4276,4569,4862,5156,5446,5708
,28,54,82,112,139,166,196,225,257,280,561,855,1134,1421,1707,1992,2278,2559,2848,3132,3419,3709,4002,4282,4571,4863,5156,5442,5706
,30,56,82,111,135,166,192,222,255,284,563,851,1138,1419,1713,1992,2275,2559,2848,3136,3423,3709,4002,4280,4569,4863,5156,5446,5708
,30,51,84,116,139,166,197,221,255,285,563,855,1134,1421,1708,1990,2281,2559,2848,3133,3423,3707,4000,4278,4569,4863,5156,5442,5706
,30,56,87,114,135,166,196,223,255,286,563,853,1132,1419,1707,1990,2272,2563,2846,3136,3421,3707,4000,4280,4569,4863,5156,5446,5711
,26,54,80,115,134,166,201,221,255,284,561,853,1137,1413,1713,1992,2274,2559,2845,3136,3422,3707,4000,4282,4570,4863,5158,5442,5706
,28,48,80,114,137,166,196,221,255,283,561,849,1132,1416,1711,1992,2273,2559,2846,3138,3424,3706,4000,4276,4569,4866,5154,5444,5710
,30,56,82,116,135,168,201,223,257,280,563,852,1136,1421,1708,1993,2281,2559,2848,3135,3421,3707,3998,4279,4569,4863,5158,5442,5706
,30,48,84,116,135,168,202,223,253,282,561,853,1134,1417,1709,1992,2282,2559,2846,3134,3420,3707,3998,4280,4571,4863,5156,5446,5708
,28,56,82,114,135,164,196,227,255,280,565,855,1134,1419,1705,1992,2282,2561,2848,3132,3425,3705,4000,4280,4572,4863,5156,5446,5706
,30,55,82,114,136,166,199,226,257,283,561,853,1135,1421,1710,1992,2278,2561,2848,3133,3419,3708,4002,4278,4570,4863,5157,5446,5708
,28,56,83,114,137,166,196,225,255,280,561,853,1136,1421,1705,1990,2274,2564,2846,3138,3421,3709,3998,4281,4569,4863,5154,5446,5706
,30,56,80,116,135,166,194,221,253,282,563,853,1136,1419,1705,1992,2275,2565,2846,3135,3419,3709,3996,4280,4569,4863,5155,5446,5706
,30,50,80,114,139,166,192,221,254,282,561,855,1132,1416,1707,1992,2276,2561,2846,3138,3420,3709,3998,4283,4569,4863,5156,5442,5706
,30,58,85,116,139,167,199,225,253,281,561,853,1135,1418,1709,1990,2280,2559,2845,3136,3424,3709,3998,4278,4569,4863,5156,5444,5706
,32,52,82,114,136,164,196,223,254,284,561,854,1134,1417,1706,1992,2274,2561,2844,3134,3421,3709,4000,4276,4569,4863,5158,5444,5710
,30,50,82,114,137,166,201,223,255,282,561,853,1135,1421,1705,1992,2277,2559,2848,3136,3422,3709,3997,4279,4572,4864,5156,5444,5710
,28,54,83,114,137,168,196,221,255,280,563,854,1136,1419,1703,1993,2276,2562,2844,3134,3423,3709,3998,4286,4567,4863,5156,5444,5709
,30,53,82,112,139,166,192,225,255,288,561,851,1137,1419,1708,1990,2275,2565,2846,3133,3421,3709,3997,4276,4569,4863,5158,5446,5708
,30,52,82,114,135,166,195,232,255,282,565,855,1139,1421,1709,1990,2279,2561,2846,3132,3427,3709,3996,4281,4571,4863,5156,5444,5706
,30,52,80,114,135,167,198,225,255,278,561,855,1140,1417,1709,1990,2282,2561,2844,3136,3426,3709,3997,4278,4571,4863,5158,5440,5710
,28,52,83,112,136,166,192,228,255,281,564,853,1141,1421,1707,1992,2276,2561,2847,3131,3420,3709,4000,4283,4569,4862,5156,5442,5706
,30,56,80,114,135,166,195,225,255,286,561,851,1136,1419,1711,1990,2274,2561,2848,3130,3419,3709,4000,4284,4569,4863,5156,5443,5706
,30,52,81,114,138,166,196,222,257,286,561,854,1135,1421,1709,1993,2277,2561,2844,3132,3419,3709,4000,4276,4569,4863,5156,5442,5709
,30,52,82,112,135,166,196,227,255,280,561,851,1140,1417,1709,1994,2276,2559,2847,3135,3422,3709,3998,4283,4569,4863,5156,5446,5706
,30,56,80,116,136,166,201,221,256,285,565,846,1136,1420,1710,1990,2280,2561,2846,3134,3424,3707,3997,4284,4571,4863,5154,5446,5706
,30,56,80,116,135,166,196,222,253,280,561,852,1135,1421,1703,1990,2277,2559,2846,3137,3423,3707,4002,4280,4569,4865,5156,5444,5708
,28,54,80,116,137,166,196,223,255,282,561,853,1136,1421,1712,1992,2274,2559,2845,3136,3419,3709,4000,4280,4569,4863,5154,5446,5706
,28,55,80,114,135,166,197,221,255,281,566,853,1138,1421,1711,1992,2276,2559,2844,3138,3420,3707,4000,4277,4571,4863,5154,5442,5706
,30,54,82,116,138,168,194,225,255,284,563,853,1135,1421,1709,1992,2280,2559,2848,3134,3422,3710,3998,4278,4572,4863,5157,5446,5708
,26,54,84,116,135,166,198,219,255,280,565,853,1136,1419,1712,1992,2273,2559,2850,3134,3421,3707,3998,4276,4569,4863,5156,5444,5712
,27,50,84,114,137,166,196,223,255,284,559,852,1138,1419,1707,1992,2280,2561,2848,3130,3422,3709,4000,4278,4569,4863,5158,5444,5706
,30,52,84,116,141,166,197,224,255,277,563,855,1139,1417,1708,1990,2278,2561,2844,3138,3423,3707,3998,4283,4569,4863,5156,5443,5709
,28,53,80,116,135,167,192,225,255,276,565,849,1136,1418,1710,1992,2272,2561,2848,3133,3419,3708,4000,4276,4569,4865,5158,5444,5710
,29,52,82,116,141,166,195,223,257,282,563,851,1136,1419,1707,1992,2280,2562,2848,3134,3421,3709,4000,4280,4573,4863,5156,5444,5706
,28,54,83,116,135,164,202,226,255,279,561,853,1136,1415,1705,1992,2276,2559,2848,3136,3421,3709,3998,4279,4569,4863,5160,5446,5707
,30,52,80,116,135,166,198,223,255,287,563,853,1138,1420,1704,1990,2272,2565,2846,3132,3421,3709,3996,4284,4570,4863,5152,5446,5708
,28,54,80,116,142,168,196,221,255,282,564,850,1137,1415,1707,1990,2275,2559,2847,3135,3423,3709,3995,4279,4571,4865,5154,5446,5706
,30,53,83,114,137,166,200,223,255,286,561,851,1136,1420,1709,1992,2270,2561,2848,3132,3421,3709,3998,4276,4569,4863,5155,5444,5710
,28,54,80,116,137,164,200,229,255,279,563,855,1135,1421,1711,1992,2277,2563,2846,3133,3421,3709,3996,4279,4569,4863,5156,5446,5706
,28,50,83,116,136,166,196,223,255,283,561,855,1136,1421,1706,1992,2274,2559,2847,3130,3421,3709,4001,4286,4571,4863,5156,5446,5708
,30,52,84,114,135,166,197,221,255,280,561,855,1138,1421,1713,1992,2275,2559,2848,3134,3421,3707,4000,4278,4569,4863,5156,5444,5709
,30,54,82,117,135,168,192,227,255,281,561,851,1137,1419,1711,1992,2272,2559,2846,3141,3419,3709,3998,4280,4569,4861,5156,5442,5706
,30,53,83,116,135,166,196,223,255,282,564,850,1134,1419,1705,1992,2275,2563,2846,3138,3421,3707,3998,4278,4571,4865,5156,5444,5706
,30,50,82,116,138,166,198,221,253,284,561,851,1138,1417,1706,1992,2278,2559,2846,3130,3419,3707,3994,4280,4569,4863,5154,5444,5708
,28,57,80,116,137,166,194,221,255,283,567,851,1132,1420,1709,1992,2274,2563,2846,3137,3421,3707,3998,4277,4570,4864,5155,5445,5708
,26,56,84,116,138,166,197,225,255,284,561,853,1134,1419,1703,1992,2273,2561,2848,3128,3419,3708,4002,4278,4569,4865,5158,5444,5711
,30,50,82,116,139,166,198,227,255,283,563,853,1138,1419,1710,1992,2280,2559,2844,3134,3419,3709,3996,4278,4570,4863,5156,5444,5706
,28,52,82,114,137,166,197,225,255,284,563,849,1136,1419,1706,1992,2272,2559,2847,3135,3421,3709,3996,4278,4569,4865,5156,5444,5709
,28,55,80,116,139,168,198,219,255,282,563,853,1136,1421,1711,1993,2279,2563,2848,3130,3421,3707,3996,4278,4569,4863,5152,5444,5706
,28,50,82,114,135,166,198,225,255,280,563,852,1136,1419,1705,1992,2274,2559,2848,3135,3420,3707,3997,4282,4569,4863,5156,5443,5707
,30,53,82,116,139,168,197,221,255,282,565,851,1137,1421,1704,1992,2279,2561,2848,3132,3426,3709,3996,4285,4571,4863,5156,5446,5709
,30,54,82,114,133,166,200,223,255,281,563,852,1138,1419,1712,1992,2276,2562,2848,3134,3419,3709,3998,4280,4569,4863,5158,5442,5706
,30,50,82,116,140,168,198,221,255,288,563,855,1136,1419,1711,1992,2277,2563,2848,3135,3420,3709,4000,4282,4569,4863,5156,5446,5704
,28,50,82,114,135,166,199,221,255,280,561,853,1139,1415,1702,1992,2278,2563,2846,3136,3421,3710,4000,4282,4569,4863,5156,5446,5706
,30,53,80,116,141,166,194,221,255,282,561,855,1134,1415,1709,1990,2275,2561,2848,3135,3421,3707,4002,4278,4569,4863,5156,5442,5706
,30,56,84,116,133,166,199,225,255,280,563,853,1138,1419,1708,1992,2278,2563,2848,3132,3421,3705,3998,4276,4573,4863,5156,5446,5704
,28,52,82,116,137,166,196,227,256,283,561,853,1138,1420,1711,1992,2276,2563,2846,3134,3419,3710,4000,4280,4570,4863,5156,5446,5708
,29,54,82,116,135,166,198,221,255,276,563,855,1136,1420,1705,1990,2280,2559,2846,3132,3419,3707,3999,4280,4571,4863,5156,5446,5708
,30,53,82,116,133,166,196,223,255,283,567,851,1132,1419,1710,1991,2280,2559,2847,3138,3423,3710,4000,4278,4569,4863,5156,5442,5706
,30,54,80,116,140,166,198,225,255,283,561,853,1136,1419,1709,1990,2276,2559,2848,3135,3419,3709,3997,4278,4569,4863,5156,5446,5708
,30,55,82,116,137,166,192,223,255,284,563,855,1138,1419,1709,1991,2278,2559,2848,3134,3421,3709,3998,4286,4569,4863,5154,5444,5710
,26,50,82,116,135,166,199,220,253,282,561,855,1136,1418,1708,1992,2278,2563,2848,3135,3421,3705,3998,4276,4569,4863,5156,5444,5710
,30,56,85,114,135,164,198,227,254,279,565,857,1135,1421,1705,1992,2279,2561,2844,3136,3422,3709,4000,4283,4569,4863,5158,5442,5707
,30,54,80,116,137,165,198,219,257,286,561,849,1136,1421,1707,1992,2276,2561,2846,3130,3421,3709,3996,4282,4567,4863,5156,5444,5706
,26,52,81,116,133,166,194,222,253,283,561,853,1136,1419,1709,1992,2276,2561,2848,3135,3421,3709,4001,4280,4571,4864,5160,5444,5708
,29,52,82,114,136,166,195,223,255,280,563,852,1137,1421,1708,1992,2275,2559,2846,3132,3421,3709,4000,4276,4570,4863,5156,5444,5706
,30,51,80,116,137,166,196,224,257,285,563,855,1134,1419,1709,1992,2279,2561,2846,3128,3422,3709,4000,4281,4571,4863,5154,5446,5706
,30,56,80,116,135,166,194,223,253,278,564,849,1134,1415,1712,1994,2274,2561,2848,3131,3419,3709,3996,4278,4569,4863,5156,5446,5706
,26,50,85,116,137,168,197,223,255,282,561,850,1138,1417,1709,1992,2281,2560,2846,3134,3421,3709,3997,4280,4571,4863,5156,5442,5712
,30,52,80,116,137,167,194,227,255,285,563,855,1134,1419,1711,1992,2276,2561,2848,3136,3423,3709,4000,4281,4571,4863,5156,5444,5708
,30,50,82,117,138,166,196,225,255,286,567,853,1136,1420,1705,1992,2277,2559,2848,3132,3419,3709,4002,4278,4569,4864,5156,5445,5706
,28,51,80,112,135,164,198,225,255,282,562,850,1138,1417,1710,1992,2278,2561,2846,3134,3424,3709,4002,4277,4569,4863,5160,5442,5708
,30,52,80,114,135,165,200,223,255,284,563,849,1135,1419,1709,1992,2281,2561,2848,3132,3419,3709,4000,4280,4567,4863,5158,5446,5709
,28,52,81,114,135,166,201,221,257,284,564,851,1140,1419,1707,1992,2278,2561,2848,3134,3423,3709,4001,4278,4568,4865,5156,5446,5708
,30,49,82,116,135,168,198,222,253,284,563,854,1136,1420,1713,1992,2276,2563,2848,3134,3420,3707,4002,4282,4569,4863,5158,5446,5706
,30,56,82,116,139,166,199,221,253,283,561,851,1138,1421,1712,1990,2273,2559,2848,3130,3421,3707,4000,4285,4571,4864,5154,5446,5709
,30,54,82,116,133,166,196,221,255,286,561,853,1134,1419,1711,1991,2275,2559,2846,3133,3420,3709,4000,4282,4569,4865,5156,5446,5708
,30,56,82,114,133,166,198,221,255,288,563,851,1132,1419,1705,1992,2278,2561,2848,3134,3423,3709,4000,4282,4570,4863,5157,5446,5706
,30,56,80,114,141,164,198,225,255,282,561,849,1138,1419,1708,1992,2274,2559,2846,3132,3419,3709,4002,4281,4569,4865,5156,5442,5706
,30,50,79,114,136,166,197,222,255,283,563,855,1139,1415,1709,1992,2277,2559,2847,3135,3421,3709,4000,4278,4571,4863,5158,5446,5706
,28,53,80,114,135,166,198,225,253,288,561,853,1138,1419,1710,1990,2276,2561,2848,3132,3421,3709,4000,4282,4570,4861,5154,5446,5706
,30,54,80,116,138,166,196,221,255,280,561,855,1134,1420,1709,1991,2276,2559,2846,3132,3421,3709,4000,4278,4569,4863,5156,5446,5710
,28,50,80,116,137,166,199,225,251,286,565,853,1132,1421,1708,1992,2275,2562,2848,3132,3421,3707,4002,4282,4570,4863,5156,5444,5706
,30,52,83,116,133,167,200,223,254,281,561,853,1137,1421,1708,1992,2279,2559,2844,3134,3421,3709,4000,4281,4569,4863,5156,5446,5706
,28,57,84,116,135,166,200,221,255,284,563,849,1134,1419,1715,1992,2274,2559,2847,3137,3419,3709,4000,4276,4569,4863,5156,5444,5706
,30,56,80,114,134,166,197,227,255,284,561,853,1134,1416,1711,1992,2274,2559,2848,3134,3420,3709,3998,4278,4569,4863,5154,5446,5706
,28,52,84,114,139,168,196,227,255,281,565,853,1137,1417,1709,1993,2280,2561,2848,3132,3421,3709,4000,4278,4573,4863,5157,5448,5706
,28,55,82,116,137,166,194,223,257,282,563,851,1136,1421,1711,1992,2274,2559,2848,3130,3423,3709,3998,4276,4569,4861,5156,5446,5708
,28,56,80,116,139,166,197,223,255,278,565,853,1132,1418,1705,1992,2278,2561,2844,3132,3421,3707,3998,4278,4569,4863,5156,5446,5708
,30,52,84,112,133,164,196,219,255,280,561,853,1136,1417,1708,1992,2277,2559,2846,3134,3426,3707,3999,4284,4569,4863,5156,5444,5710
,30,54,82,116,137,166,198,223,255,280,563,853,1132,1417,1705,1994,2278,2559,2846,3132,3421,3709,4000,4280,4569,4865,5156,5444,5710
,30,58,80,114,135,166,200,221,255,281,563,851,1133,1417,1707,1992,2275,2559,2845,3133,3423,3709,4002,4280,4569,4863,5156,5446,5708
,30,52,83,116,139,166,198,223,255,280,563,853,1136,1417,1710,1992,2276,2561,2846,3134,3419,3709,3996,4280,4569,4864,5154,5444,5707
,30,59,80,114,135,166,195,227,255,280,561,851,1136,1419,1707,1988,2276,2559,2846,3135,3419,3709,4000,4280,4571,4865,5156,5446,5708
,30,54,82,116,137,166,196,226,255,283,565,847,1138,1419,1706,1992,2276,2563,2848,3132,3423,3707,3999,4283,4569,4863,5156,5442,5708
,30,54,80,117,135,167,194,225,255,280,561,852,1138,1419,1707,1992,2274,2559,2848,3133,3423,3710,3996,4278,4570,4863,5158,5445,5706
,30,48,80,116,133,166,196,223,255,278,561,851,1136,1419,1701,1992,2274,2559,2848,3134,3419,3709,3999,4276,4569,4865,5156,5446,5706
,26,52,80,116,139,166,194,228,255,283,561,854,1140,1420,1706,1992,2271,2561,2848,3132,3421,3709,4000,4282,4569,4863,5156,5446,5708
,30,55,80,116,137,166,193,223,255,284,561,855,1136,1417,1713,1992,2278,2559,2846,3132,3421,3709,3996,4282,4569,4863,5159,5446,5706
,26,54,81,114,135,166,196,223,253,284,565,855,1132,1419,1707,1992,2274,2561,2847,3132,3423,3709,3998,4279,4569,4866,5156,5446,5708
,30,48,82,116,134,164,198,221,255,280,561,853,1137,1421,1708,1990,2276,2561,2848,3130,3422,3709,3997,4276,4569,4865,5158,5444,5708
,26,52,80,116,139,165,196,221,255,283,562,855,1138,1419,1713,1992,2274,2561,2846,3134,3422,3709,4002,4280,4570,4863,5156,5446,5706
,28,50,82,114,135,166,199,225,255,280,561,855,1140,1417,1711,1992,2276,2562,2846,3135,3421,3709,4000,4282,4571,4865,5156,5444,5706
,28,54,80,113,139,166,196,224,255,281,561,853,1139,1420,1705,1992,2277,2559,2845,3136,3425,3709,4000,4282,4569,4863,5156,5444,5708
,30,50,80,116,137,166,198,225,257,284,565,855,1134,1421,1707,1992,2278,2561,2848,3134,3419,3709,3998,4278,4569,4863,5156,5444,5706
,28,52,82,116,135,166,193,225,255,278,563,855,1136,1421,1707,1992,2280,2561,2846,3135,3421,3709,4000,4276,4570,4861,5156,5444,5708
,30,50,84,114,137,166,198,223,255,278,563,855,1137,1419,1707,1992,2276,2561,2848,3134,3423,3709,4002,4278,4571,4864,5156,5444,5706
,30,53,80,114,137,166,197,220,255,281,565,853,1136,1420,1712,1990,2274,2559,2848,3134,3423,3708,4000,4279,4569,4863,5156,5444,5708
,28,48,80,116,140,164,198,225,255,280,561,851,1136,1421,1708,1993,2274,2562,2848,3136,3421,3709,4000,4280,4569,4861,5156,5446,5706
,30,54,82,116,133,165,198,219,255,280,563,855,1140,1419,1709,1992,2277,2561,2844,3136,3421,3709,4000,4279,4571,4863,5156,5442,5706
,26,53,80,112,135,164,198,225,255,285,564,851,1141,1421,1711,1992,2275,2561,2845,3130,3419,3709,3999,4280,4569,4865,5156,5446,5706
,28,54,80,116,137,167,200,227,255,281,561,852,1140,1419,1707,1992,2278,2561,2846,3134,3421,3709,4000,4278,4569,4863,5156,5446,5707
,28,50,80,114,137,168,198,219,255,278,561,851,1133,1419,1708,1992,2274,2560,2846,3129,3419,3705,4000,4282,4571,4863,5156,5444,5706
,30,51,80,114,136,166,198,225,255,283,563,854,1136,1418,1709,1994,2271,2559,2848,3136,3421,3709,4001,4285,4571,4863,5156,5446,5706
,28,52,82,115,135,164,196,225,255,285,562,849,1137,1419,1707,1990,2274,2563,2848,3132,3419,3709,4000,4282,4567,4861,5156,5444,5708
,28,48,80,114,138,166,195,222,255,282,565,853,1138,1419,1704,1991,2280,2561,2846,3133,3422,3709,4002,4282,4569,4863,5156,5446,5706
,29,52,83,116,139,166,199,225,255,280,561,851,1139,1421,1705,1992,2280,2559,2846,3136,3419,3709,4002,4278,4571,4863,5158,5444,5711
,28,52,82,114,137,166,196,225,257,283,563,855,1136,1417,1706,1992,2276,2559,2847,3132,3423,3709,4000,4281,4571,4863,5156,5444,5708
,30,53,82,116,137,166,201,228,255,284,561,853,1140,1418,1709,1992,2272,2561,2844,3131,3420,3709,3997,4282,4570,4863,5154,5444,5708
,30,50,80,112,138,166,198,219,253,281,563,851,1132,1421,1711,1992,2280,2559,2846,3136,3419,3707,3998,4282,4569,4865,5156,5446,5706
,28,51,80,113,133,166,199,221,254,281,566,853,1137,1419,1709,1992,2280,2559,2847,3134,3421,3709,4002,4282,4569,4863,5154,5444,5706
,28,50,84,116,137,166,194,225,255,282,563,854,1134,1421,1711,1990,2276,2561,2848,3134,3420,3707,4000,4280,4569,4863,5156,5444,5706
,27,50,83,116,135,166,196,221,255,278,561,853,1140,1421,1705,1992,2276,2561,2846,3133,3422,3707,4002,4282,4571,4863,5156,5443,5706
,30,50,80,116,137,166,199,225,257,281,561,855,1138,1419,1708,1993,2277,2561,2846,3136,3423,3709,4002,4280,4569,4863,5154,5444,5706
,30,49,82,116,137,166,200,221,255,286,561,853,1134,1418,1705,1992,2278,2561,2847,3136,3419,3709,4000,4282,4568,4863,5156,5446,5708
,30,50,82,116,133,167,199,220,255,286,561,851,1138,1421,1706,1988,2278,2563,2848,3134,3423,3709,4002,4282,4569,4862,5156,5446,5710
,28,57,80,116,133,166,198,223,255,282,563,853,1132,1421,1708,1989,2280,2559,2848,3134,3421,3709,4000,4282,4569,4863,5155,5446,5706
,29,52,80,114,136,166,199,221,255,285,565,849,1136,1421,1709,1990,2279,2559,2848,3132,3421,3709,3998,4283,4569,4863,5156,5446,5706
,24,49,82,114,141,166,200,225,255,284,565,850,1134,1421,1706,1991,2276,2559,2848,3133,3419,3707,4002,4282,4569,4863,5156,5444,5706
,30,52,82,114,137,166,200,225,255,282,565,853,1134,1421,1711,1988,2278,2559,2844,3132,3421,3708,3992,4278,4569,4865,5156,5446,5706
,30,55,80,114,135,166,200,225,255,283,561,853,1138,1421,1709,1992,2280,2559,2847,3135,3419,3709,4000,4280,4569,4863,5156,5440,5706
,28,56,83,111,137,166,198,221,255,280,563,855,1136,1419,1711,1992,2280,2561,2844,3134,3421,3705,4000,4282,4569,4863,5156,5446,5706
,30,53,84,114,137,166,195,221,255,285,561,853,1135,1419,1713,1990,2272,2561,2845,3138,3421,3709,4001,4277,4569,4863,5158,5444,5706
,28,52,81,116,133,166,200,227,255,280,565,854,1140,1421,1708,1989,2276,2559,2848,3136,3419,3709,4002,4280,4567,4864,5156,5446,5706
,26,50,80,114,138,166,197,226,257,282,561,853,1136,1419,1712,1990,2279,2561,2846,3132,3421,3709,3994,4278,4569,4863,5156,5442,5706
,30,55,81,114,137,166,196,221,255,280,564,855,1138,1418,1713,1992,2274,2559,2847,3137,3425,3707,3999,4280,4569,4865,5156,5441,5708
,28,56,80,114,141,167,198,227,255,283,563,851,1132,1421,1710,1990,2276,2561,2844,3132,3423,3710,4000,4278,4569,4863,5156,5446,5710
